paper_id,openalex_id,title,publication_year,journal,pdf_url,local_target
920,W2969763172,Classification of Alzheimer’s Disease with and without Imagery Using Gradient Boosted Machines and ResNet-50,2019,Brain Sciences,https://www.mdpi.com/2076-3425/9/9/212/pdf?version=1606723352,data/pdfs/W2969763172.pdf
116,W4221124351,Cost-effectiveness of Aducanumab and Donanemab for Early Alzheimer Disease in the US,2022,JAMA Neurology,https://jamanetwork.com/journals/jamaneurology/articlepdf/2790531/jamaneurology_ross_2022_oi_220008_1651870413.59104.pdf,data/pdfs/W4221124351.pdf
766,W3116212359,Multimodal imaging improves brain age prediction and reveals distinct abnormalities in patients with psychiatric and neurological disorders,2020,Human Brain Mapping,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hbm.25323,data/pdfs/W3116212359.pdf
244,W3214734349,Effect of data leakage in brain MRI classification using 2D convolutional neural networks,2021,Scientific Reports,https://www.nature.com/articles/s41598-021-01681-w.pdf,data/pdfs/W3214734349.pdf
164,W2965916589,Hemoglobin and anemia in relation to dementia risk and accompanying changes on brain MRI,2019,Neurology,https://n.neurology.org/content/neurology/93/9/e917.full.pdf,data/pdfs/W2965916589.pdf
521,W2795554802,White Matter Hyperintensities and Cognition in Mild Cognitive Impairment and Alzheimer’s Disease: A Domain-Specific Meta-Analysis,2018,Journal of Alzheimer s Disease,https://pure.amsterdamumc.nl/files/158522758/White-matter-hyperintensities-and-cognition-in-mild-cognitive-impairment-and-alzheimers-disease-a-domain-specific-meta.pdf,data/pdfs/W2795554802.pdf
107,W3035192651,A Machine Learning Approach for the Differential Diagnosis of Alzheimer and Vascular Dementia Fed by MRI Selected Features,2020,Frontiers in Neuroinformatics,https://www.frontiersin.org/articles/10.3389/fninf.2020.00025/pdf,data/pdfs/W3035192651.pdf
276,W2996431818,A metabolite‐based machine learning approach to diagnose Alzheimer‐type dementia in blood: Results from the European Medical Information Framework for Alzheimer disease biomarker discovery cohort,2019,Alzheimer s & Dementia Translational Research & Clinical Interventions,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1016/j.trci.2019.11.001,data/pdfs/W2996431818.pdf
759,W2817955710,"The EMIF-AD Multimodal Biomarker Discovery study: design, methods and cohort characteristics",2018,Alzheimer s Research & Therapy,https://alzres.biomedcentral.com/track/pdf/10.1186/s13195-018-0396-5,data/pdfs/W2817955710.pdf
283,W4280509767,Deep Learning-Based Diagnosis of Alzheimer’s Disease,2022,Journal of Personalized Medicine,https://www.mdpi.com/2075-4426/12/5/815/pdf?version=1652867732,data/pdfs/W4280509767.pdf
365,W3126990165,Transfer Learning in Magnetic Resonance Brain Imaging: A Systematic Review,2021,Journal of Imaging,https://www.mdpi.com/2313-433X/7/4/66/pdf?version=1617939369,data/pdfs/W3126990165.pdf
212,W3197215693,MRI Deep Learning-Based Solution for Alzheimer’s Disease Prediction,2021,Journal of Personalized Medicine,https://www.mdpi.com/2075-4426/11/9/902/pdf?version=1631180098,data/pdfs/W3197215693.pdf
878,W2942818360,Automated segmentation of medial temporal lobe subregions on in vivo T1‐weighted MRI in early stages of Alzheimer's disease,2019,Human Brain Mapping,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hbm.24607,data/pdfs/W2942818360.pdf
62,W3201408570,CSF Synaptic Biomarkers in the Preclinical Stage of Alzheimer Disease and Their Association With MRI and PET,2021,Neurology,https://n.neurology.org/content/neurology/97/21/e2065.full.pdf,data/pdfs/W3201408570.pdf
119,W3025228866,The implications of different approaches to define AT(N) in Alzheimer disease,2020,Neurology,https://n.neurology.org/content/neurology/94/21/e2233.full.pdf,data/pdfs/W3025228866.pdf
679,W4401894695,Brain clocks capture diversity and disparities in aging and dementia across geographically diverse populations,2024,Nature Medicine,https://www.nature.com/articles/s41591-024-03209-x.pdf,data/pdfs/W4401894695.pdf
624,W4309179914,Early prediction of Alzheimer's disease using convolutional neural network: a review,2022,The Egyptian Journal of Neurology Psychiatry and Neurosurgery,https://ejnpn.springeropen.com/counter/pdf/10.1186/s41983-022-00571-w,data/pdfs/W4309179914.pdf
228,W3188044527,Machine learning for modeling the progression of Alzheimer disease dementia using clinical data: a systematic literature review,2021,JAMIA Open,https://academic.oup.com/jamiaopen/article-pdf/4/3/ooab052/39532874/ooab052.pdf,data/pdfs/W3188044527.pdf
931,W3137667308,Free-water diffusion tensor imaging improves the accuracy and sensitivity of white matter analysis in Alzheimer’s disease,2021,Scientific Reports,https://www.nature.com/articles/s41598-021-86505-7.pdf,data/pdfs/W3137667308.pdf
341,W3014315553,Using Machine Learning to Predict Dementia from Neuropsychiatric Symptom and Neuroimaging Data,2020,Journal of Alzheimer s Disease,https://content.iospress.com:443/download/journal-of-alzheimers-disease/jad191169?id=journal-of-alzheimers-disease%2Fjad191169,data/pdfs/W3014315553.pdf
559,W2959398397,"A Novel Ensemble-Based Machine Learning Algorithm to Predict the Conversion From Mild Cognitive Impairment to Alzheimer's Disease Using Socio-Demographic Characteristics, Clinical Information, and Neuropsychological Measures",2019,Frontiers in Neurology,https://www.frontiersin.org/articles/10.3389/fneur.2019.00756/pdf,data/pdfs/W2959398397.pdf
199,W2782774449,Associations of the Top 20 Alzheimer Disease Risk Variants With Brain Amyloidosis,2018,JAMA Neurology,https://jamanetwork.com/journals/jamaneurology/articlepdf/2669921/jamaneurology_apostolova_2018_oi_170101.pdf,data/pdfs/W2782774449.pdf
303,W4392017795,Alzheimer’s Disease Detection Using Deep Learning on Neuroimaging: A Systematic Review,2024,Machine Learning and Knowledge Extraction,https://www.mdpi.com/2504-4990/6/1/24/pdf?version=1709798900,data/pdfs/W4392017795.pdf
147,W4200234211,Research Criteria for the Behavioral Variant of Alzheimer Disease,2021,JAMA Neurology,https://jamanetwork.com/journals/jamaneurology/articlepdf/2786579/jamaneurology_ossenkoppele_2021_oi_210077_1641404413.86314.pdf,data/pdfs/W4200234211.pdf
813,W3112460701,Exercise interventions preserve hippocampal volume: A meta‐analysis,2020,Hippocampus,https://mdsoar.org/bitstreams/e40e1537-21d9-426a-bbcc-9f0bfc6f5bc6/download,data/pdfs/W3112460701.pdf
246,W2958224166,Cerebral changes improved by physical activity during cognitive decline: A systematic review on MRI studies,2019,NeuroImage Clinical,https://www.sciencedirect.com/science/article/pii/S2213158219302839/pdf,data/pdfs/W2958224166.pdf
809,W2981732074,Distinct tau PET patterns in atrophy‐defined subtypes of Alzheimer's disease,2019,Alzheimer s & Dementia,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1016/j.jalz.2019.08.201,data/pdfs/W2981732074.pdf
540,W2950828186,Genetic risk for alzheimer disease is distinct from genetic risk for amyloid deposition,2019,Annals of Neurology,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ana.25530,data/pdfs/W2950828186.pdf
125,W2903977272,Dynamic 11 C-PiB PET Shows Cerebrospinal Fluid Flow Alterations in Alzheimer Disease and Multiple Sclerosis,2019,Journal of Nuclear Medicine,http://jnm.snmjournals.org/content/60/10/1452.full.pdf,data/pdfs/W2903977272.pdf
836,W2903182503,Tau Accumulation in Clinically Normal Older Adults Is Associated with Hippocampal Hyperactivity,2018,Journal of Neuroscience,https://www.jneurosci.org/content/jneuro/39/3/548.full.pdf,data/pdfs/W2903182503.pdf
501,W2888465170,MRI Asymmetry Index of Hippocampal Subfields Increases Through the Continuum From the Mild Cognitive Impairment to the Alzheimer's Disease,2018,Frontiers in Neuroscience,https://www.frontiersin.org/articles/10.3389/fnins.2018.00576/pdf,data/pdfs/W2888465170.pdf
340,W2805328357,Comparative Analysis of Various Machine Learning Algorithms for Detecting Dementia,2018,Procedia Computer Science,https://www.sciencedirect.com/science/article/pii/S1877050918308342/pdf,data/pdfs/W2805328357.pdf
763,W3094551933,Predicting future rates of tau accumulation on PET,2020,Brain,https://academic.oup.com/brain/article-pdf/143/10/3136/34032320/awaa248.pdf,data/pdfs/W3094551933.pdf
835,W2793407859,FDG-PET in tau-negative amnestic dementia resembles that of autopsy-proven hippocampal sclerosis,2018,Brain,https://academic.oup.com/brain/article-pdf/141/4/1201/25083052/awy049.pdf,data/pdfs/W2793407859.pdf
571,W3154981153,Bidirectional Mapping of Brain MRI and PET With 3D Reversible GAN for the Diagnosis of Alzheimer’s Disease,2021,Frontiers in Neuroscience,https://www.frontiersin.org/articles/10.3389/fnins.2021.646013/pdf,data/pdfs/W3154981153.pdf
533,W2951488689,Diffusion MRI Indices and Their Relation to Cognitive Impairment in Brain Aging: The Updated Multi-protocol Approach in ADNI3,2019,Frontiers in Neuroinformatics,https://www.frontiersin.org/articles/10.3389/fninf.2019.00002/pdf,data/pdfs/W2951488689.pdf
511,W2889691470,Radiomic Features of Hippocampal Subregions in Alzheimer’s Disease and Amnestic Mild Cognitive Impairment,2018,Frontiers in Aging Neuroscience,https://www.frontiersin.org/articles/10.3389/fnagi.2018.00290/pdf,data/pdfs/W2889691470.pdf
197,W3118496727,Temporal Dynamics of β-Amyloid Accumulation in Aging and Alzheimer Disease,2021,Neurology,https://n.neurology.org/content/neurology/96/9/e1347.full.pdf,data/pdfs/W3118496727.pdf
524,W2996205525,Racial Disparity in Cerebrospinal Fluid Amyloid and Tau Biomarkers and Associated Cutoffs for Mild Cognitive Impairment,2019,JAMA Network Open,https://jamanetwork.com/journals/jamanetworkopen/articlepdf/2757481/garrett_2019_oi_190657.pdf,data/pdfs/W2996205525.pdf
548,W2912108320,M/EEG-Based Bio-Markers to Predict the MCI and Alzheimer's Disease: A Review From the ML Perspective,2019,IEEE Transactions on Biomedical Engineering,https://pure.ulster.ac.uk/ws/files/75958611/Accepted_paper.pdf,data/pdfs/W2912108320.pdf
245,W2949150659,Brain volumes and cortical thickness on MRI in the Finnish Geriatric Intervention Study to Prevent Cognitive Impairment and Disability (FINGER),2019,Alzheimer s Research & Therapy,https://alzres.biomedcentral.com/counter/pdf/10.1186/s13195-019-0506-z,data/pdfs/W2949150659.pdf
23,W4391128521,Dual-3DM3AD: Mixed Transformer Based Semantic Segmentation and Triplet Pre-Processing for Early Multi-Class Alzheimer’s Diagnosis,2024,IEEE Transactions on Neural Systems and Rehabilitation Engineering,https://ieeexplore.ieee.org/ielx7/7333/4359219/10412177.pdf,data/pdfs/W4391128521.pdf
532,W2962822388,Sino Longitudinal Study on Cognitive Decline (SILCODE): protocol for a Chinese longitudinal observational study to develop risk prediction models of conversion to mild cognitive impairment in individuals with subjective cognitive decline,2019,BMJ Open,https://bmjopen.bmj.com/content/bmjopen/9/7/e028188.full.pdf,data/pdfs/W2962822388.pdf
267,W4381435789,Explainable Deep-Learning-Based Diagnosis of Alzheimer’s Disease Using Multimodal Input Fusion of PET and MRI Images,2023,Journal of Medical and Biological Engineering,https://link.springer.com/content/pdf/10.1007/s40846-023-00801-3.pdf,data/pdfs/W4381435789.pdf
619,W4379534297,Prediction of Alzheimer’s Disease Using DHO‐Based Pretrained CNN Model,2023,Mathematical Problems in Engineering,https://downloads.hindawi.com/journals/mpe/2023/1110500.pdf,data/pdfs/W4379534297.pdf
219,W3012829482,Association of Sleep-Disordered Breathing With Alzheimer Disease Biomarkers in Community-Dwelling Older Adults,2020,JAMA Neurology,https://jamanetwork.com/journals/jamaneurology/articlepdf/2763344/jamaneurology_andr_2020_oi_200007.pdf,data/pdfs/W3012829482.pdf
196,W2921650926,The metabolic brain signature of cognitive resilience in the 80+: beyond Alzheimer pathologies,2019,Brain,https://academic.oup.com/brain/article-pdf/142/4/1134/28229577/awz037.pdf,data/pdfs/W2921650926.pdf
16,W4392285688,Machine Learning and Digital Biomarkers Can Detect Early Stages of Neurodegenerative Diseases,2024,Sensors,https://www.mdpi.com/1424-8220/24/5/1572/pdf?version=1709194166,data/pdfs/W4392285688.pdf
842,W3164873503,Mild Behavioral Impairment Is Associated With Atrophy of Entorhinal Cortex and Hippocampus in a Memory Clinic Cohort,2021,Frontiers in Aging Neuroscience,https://www.frontiersin.org/articles/10.3389/fnagi.2021.643271/pdf,data/pdfs/W3164873503.pdf
607,W3009939277,Simple MRI score aids prediction of dementia in cerebral small vessel disease,2020,Neurology,https://n.neurology.org/content/neurology/94/12/e1294.full.pdf,data/pdfs/W3009939277.pdf
804,W4321440585,"Elevated dementia risk, cognitive decline, and hippocampal atrophy in multisite chronic pain",2023,Proceedings of the National Academy of Sciences,https://pmc.ncbi.nlm.nih.gov/articles/PMC9992778/pdf/pnas.202215192.pdf,data/pdfs/W4321440585.pdf
855,W4308374520,"Hearing impairment is associated with cognitive decline, brain atrophy and tau pathology",2022,EBioMedicine,http://www.thelancet.com/article/S2352396422005187/pdf,data/pdfs/W4308374520.pdf
68,W4294691653,ADD-Net: An Effective Deep Learning Model for Early Detection of Alzheimer Disease in MRI Scans,2022,IEEE Access,https://ieeexplore.ieee.org/ielx7/6287639/6514899/09877809.pdf,data/pdfs/W4294691653.pdf
314,W3164582063,Predict Alzheimer’s disease using hippocampus MRI data: a lightweight 3D deep convolutional network model with visual and global shape representations,2021,Alzheimer s Research & Therapy,https://alzres.biomedcentral.com/track/pdf/10.1186/s13195-021-00837-0,data/pdfs/W3164582063.pdf
515,W2911184273,Resting Cerebral Blood Flow After Exercise Training in Mild Cognitive Impairment,2019,Journal of Alzheimer s Disease,https://epublications.marquette.edu/context/psych_fac/article/1453/viewcontent/Nielson_12810.pdf,data/pdfs/W2911184273.pdf
302,W4283392132,An MRI Scans-Based Alzheimer’s Disease Detection via Convolutional Neural Network and Transfer Learning,2022,Diagnostics,https://www.mdpi.com/2075-4418/12/7/1531/pdf?version=1655973708,data/pdfs/W4283392132.pdf
188,W4220694836,Alzheimer's disease detection from structural MRI using conditional deep triplet network,2022,Neuroscience Informatics,https://www.sciencedirect.com/science/article/pii/S2772528622000280/pdf,data/pdfs/W4220694836.pdf
242,W4381384569,Artificial intelligence-based diagnosis of Alzheimer's disease with brain MRI images,2023,European Journal of Radiology,http://www.ejradiology.com/article/S0720048X23002486/pdf,data/pdfs/W4381384569.pdf
306,W2781824996,Deep convolutional neural networks for segmenting 3D in vivo multiphoton images of vasculature in Alzheimer disease mouse models,2019,PLoS ONE,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0213539&type=printable,data/pdfs/W2781824996.pdf
254,W2893063021,"Fusion of deep learning models of MRI scans, Mini–Mental State Examination, and logical memory test enhances diagnosis of mild cognitive impairment",2018,Alzheimer s & Dementia Diagnosis Assessment & Disease Monitoring,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1016/j.dadm.2018.08.013,data/pdfs/W2893063021.pdf
834,W4224221075,Subjective cognitive decline and stage 2 of Alzheimer disease in patients from memory centers,2022,Alzheimer s & Dementia,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/alz.12674,data/pdfs/W4224221075.pdf
767,W3129955977,Data-driven FDG-PET subtypes of Alzheimer’s disease-related neurodegeneration,2021,Alzheimer s Research & Therapy,https://alzres.biomedcentral.com/track/pdf/10.1186/s13195-021-00785-9,data/pdfs/W3129955977.pdf
556,W3110091475,Selecting the most important self-assessed features for predicting conversion to mild cognitive impairment with random forest and permutation-based methods,2020,Scientific Reports,https://www.nature.com/articles/s41598-020-77296-4.pdf,data/pdfs/W3110091475.pdf
769,W2912954741,Longitudinal multimodal imaging and clinical endpoints for frontotemporal dementia clinical trials,2018,Brain,https://academic.oup.com/brain/article-pdf/142/2/443/27635481/awy319.pdf,data/pdfs/W2912954741.pdf
349,W4281972751,EEG Signal Processing and Supervised Machine Learning to Early Diagnose Alzheimer’s Disease,2022,Applied Sciences,https://www.mdpi.com/2076-3417/12/11/5413/pdf?version=1653877369,data/pdfs/W4281972751.pdf
777,W3158066143,PET Neuroimaging of Alzheimer's Disease: Radiotracers and Their Utility in Clinical Research,2021,Frontiers in Aging Neuroscience,https://www.frontiersin.org/articles/10.3389/fnagi.2021.624330/pdf,data/pdfs/W3158066143.pdf
631,W4388728345,Explainable AI-based Alzheimer’s prediction and management using multimodal data,2023,PLoS ONE,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0294253&type=printable,data/pdfs/W4388728345.pdf
315,W4385367108,An Efficient Ensemble Approach for Alzheimer’s Disease Detection Using an Adaptive Synthetic Technique and Deep Learning,2023,Diagnostics,https://www.mdpi.com/2075-4418/13/15/2489/pdf?version=1690418553,data/pdfs/W4385367108.pdf
189,W2964609233,Identification of the Early Stage of Alzheimer's Disease Using Structural MRI and Resting-State fMRI,2019,Frontiers in Neurology,https://www.frontiersin.org/articles/10.3389/fneur.2019.00904/pdf,data/pdfs/W2964609233.pdf
24,W4392342608,Automated detection of Alzheimer’s disease: a multi-modal approach with 3D MRI and amyloid PET,2024,Scientific Reports,https://www.nature.com/articles/s41598-024-56001-9.pdf,data/pdfs/W4392342608.pdf
923,W4321203112,Four-way classification of Alzheimer’s disease using deep Siamese convolutional neural network with triplet-loss function,2023,Brain Informatics,https://braininformatics.springeropen.com/counter/pdf/10.1186/s40708-023-00184-w,data/pdfs/W4321203112.pdf
192,W3016025808,A comparison of resting state EEG and structural MRI for classifying Alzheimer’s disease and mild cognitive impairment,2020,NeuroImage,https://www.sciencedirect.com/science/article/pii/S1053811920302822/pdf,data/pdfs/W3016025808.pdf
215,W2915982396,Microglial activation in early Alzheimer trajectory is associated with higher gray matter volume,2019,Neurology,https://n.neurology.org/content/neurology/92/12/e1331.full.pdf,data/pdfs/W2915982396.pdf
311,W3214901597,A deep learning framework identifies dimensional representations of Alzheimer’s Disease from brain structure,2021,Nature Communications,https://www.nature.com/articles/s41467-021-26703-z.pdf,data/pdfs/W3214901597.pdf
874,W3035710795,Harnessing peripheral DNA methylation differences in the Alzheimer’s Disease Neuroimaging Initiative (ADNI) to reveal novel biomarkers of disease,2020,Clinical Epigenetics,https://clinicalepigeneticsjournal.biomedcentral.com/track/pdf/10.1186/s13148-020-00864-y,data/pdfs/W3035710795.pdf
343,W2931768583,Machine learning based hierarchical classification of frontotemporal dementia and Alzheimer's disease,2019,NeuroImage Clinical,https://www.sciencedirect.com/science/article/pii/S2213158219301615/pdf,data/pdfs/W2931768583.pdf
875,W4386624665,The Alzheimer's Disease Neuroimaging Initiative in the era of Alzheimer's disease treatment: A review of ADNI studies from 2021 to 2022,2023,Alzheimer s & Dementia,https://scholarworks.indianapolis.iu.edu/bitstreams/7912fb84-5a45-47ca-a3ac-cabdd59fcedf/download,data/pdfs/W4386624665.pdf
550,W4226078642,Prediction Models for Conversion From Mild Cognitive Impairment to Alzheimer’s Disease: A Systematic Review and Meta-Analysis,2022,Frontiers in Aging Neuroscience,https://www.frontiersin.org/articles/10.3389/fnagi.2022.840386/pdf,data/pdfs/W4226078642.pdf
750,W3106819668,3D CNN Design for the Classification of Alzheimer’s Disease Using Brain MRI and PET,2020,IEEE Access,https://ieeexplore.ieee.org/ielx7/6287639/6514899/09269972.pdf,data/pdfs/W3106819668.pdf
567,W2978201752,"Early diagnosis of Alzheimer’s disease using combined features from voxel-based morphometry and cortical, subcortical, and hippocampus regions of MRI T1 brain images",2019,PLoS ONE,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0222446&type=printable,data/pdfs/W2978201752.pdf
864,W3183625741,Brain Shape Changes Associated With Cerebral Atrophy in Healthy Aging and Alzheimer’s Disease,2021,Frontiers in Mechanical Engineering,https://www.frontiersin.org/articles/10.3389/fmech.2021.705653/pdf,data/pdfs/W3183625741.pdf
820,W3141652702,Plasma P‐tau181 to Aβ42 ratio is associated with brain amyloid burden and hippocampal atrophy in an Asian cohort of Alzheimer's disease patients with concomitant cerebrovascular disease,2021,Alzheimer s & Dementia,https://pure.eur.nl/files/76537431/Zetterberg_Chong.pdf,data/pdfs/W3141652702.pdf
574,W4322757582,"Plasma Glial Fibrillary Acidic Protein in the Alzheimer Disease Continuum: Relationship to Other Biomarkers, Differential Diagnosis, and Prediction of Clinical Progression",2023,Clinical Chemistry,https://academic.oup.com/clinchem/article-pdf/69/4/411/49733048/hvad018.pdf,data/pdfs/W4322757582.pdf
322,W4311496987,Deep learning-based speech analysis for Alzheimer’s disease detection: a literature review,2022,Alzheimer s Research & Therapy,https://alzres.biomedcentral.com/counter/pdf/10.1186/s13195-022-01131-3,data/pdfs/W4311496987.pdf
928,W3042249111,Multitracer model for staging cortical amyloid deposition using PET imaging,2020,Neurology,https://n.neurology.org/content/neurology/95/11/e1538.full.pdf,data/pdfs/W3042249111.pdf
216,W2810595994,Loss of white matter integrity reflects tau accumulation in Alzheimer disease defined regions,2018,Neurology,https://n.neurology.org/content/neurology/91/4/e313.full.pdf,data/pdfs/W2810595994.pdf
871,W4296460175,Association of Data-Driven White Matter Hyperintensity Spatial Signatures With Distinct Cerebral Small Vessel Disease Etiologies,2022,Neurology,https://www.neurology.org/doi/pdf/10.1212/WNL.0000000000201186,data/pdfs/W4296460175.pdf
872,W3157152805,Data Augmentation in High Dimensional Low Sample Size Setting Using a Geometry-Based Variational Autoencoder,2022,IEEE Transactions on Pattern Analysis and Machine Intelligence,https://arxiv.org/pdf/2105.00026,data/pdfs/W3157152805.pdf
516,W4206015401,A phase II study repurposing atomoxetine for neuroprotection in mild cognitive impairment,2021,Brain,https://academic.oup.com/brain/article-pdf/145/6/1924/46768006/awab452.pdf,data/pdfs/W4206015401.pdf
628,W2886266252,Disease progression timeline estimation for Alzheimer's disease using discriminative event based modeling,2018,NeuroImage,https://www.sciencedirect.com/science/article/am/pii/S1053811918321025?via%3Dihub,data/pdfs/W2886266252.pdf
308,W4310386991,Dementia Detection from Speech Using Machine Learning and Deep Learning Architectures,2022,Sensors,https://www.mdpi.com/1424-8220/22/23/9311/pdf?version=1669771723,data/pdfs/W4310386991.pdf
887,W3036591144,"Association Between Common Variants in RBFOX1, an RNA-Binding Protein, and Brain Amyloidosis in Early and Preclinical Alzheimer Disease",2020,JAMA Neurology,https://jamanetwork.com/journals/jamaneurology/articlepdf/2767374/jamaneurology_raghavan_2020_oi_200038_1601489481.09034.pdf,data/pdfs/W3036591144.pdf
558,W2912509763,"Predicting Short-term MCI-to-AD Progression Using Imaging, CSF, Genetic Factors, Cognitive Resilience, and Demographics",2019,Scientific Reports,https://www.nature.com/articles/s41598-019-38793-3.pdf,data/pdfs/W2912509763.pdf
850,W2900959771,A signature pattern of cortical atrophy in dementia with Lewy bodies: A study on 333 patients from the European DLB consortium,2018,Alzheimer s & Dementia,https://kclpure.kcl.ac.uk/portal/files/102207826/A_signature_pattern_of_AARSLAND_2018_GREEN_AAM.pdf,data/pdfs/W2900959771.pdf
808,W2795232397,Dissociable influences of APOE ε4 and polygenic risk of AD dementia on amyloid and cognition,2018,Neurology,https://n.neurology.org/content/neurology/90/18/e1605.full.pdf,data/pdfs/W2795232397.pdf
843,W3042593587,Dynamic Regional Brain Atrophy Rates in the First Year After Ischemic Stroke,2020,Stroke,https://www.ahajournals.org/doi/pdf/10.1161/STROKEAHA.120.030256,data/pdfs/W3042593587.pdf
815,W3037614667,Human iPSC-Derived Hippocampal Spheroids: An Innovative Tool for Stratifying Alzheimer Disease Patient-Specific Cellular Phenotypes and Developing Therapies,2020,Stem Cell Reports,http://www.cell.com/article/S2213671120301922/pdf,data/pdfs/W3037614667.pdf
344,W3020567747,An Improved Multi-Modal based Machine Learning Approach for the Prognosis of Alzheimer’s disease,2020,Journal of King Saud University - Computer and Information Sciences,https://www.sciencedirect.com/science/article/pii/S1319157820303396/pdf,data/pdfs/W3020567747.pdf
156,W2925737272,Progressive Tau Accumulation in Alzheimer Disease: 2-Year Follow-up Study,2019,Journal of Nuclear Medicine,http://jnm.snmjournals.org/content/60/11/1611.full.pdf,data/pdfs/W2925737272.pdf
534,W2998206163,Arterial spin labeling versus 18F-FDG-PET to identify mild cognitive impairment,2019,NeuroImage Clinical,https://www.sciencedirect.com/science/article/pii/S2213158219304929/pdf,data/pdfs/W2998206163.pdf
547,W2964250703,Predicting MCI Status From Multimodal Language Data Using Cascaded Classifiers,2019,Frontiers in Aging Neuroscience,https://www.frontiersin.org/articles/10.3389/fnagi.2019.00205/pdf,data/pdfs/W2964250703.pdf
194,W2911001278,Predicting diagnosis and cognition with 18 F‐AV‐1451 tau PET and structural MRI in Alzheimer's disease,2019,Alzheimer s & Dementia,https://pure.amsterdamumc.nl/ws/files/157715408/Predicting-diagnosis-and-cognition-with-18f-av-1451-tau-pet-and-structural-mri-in-alzheimers-disease.pdf,data/pdfs/W2911001278.pdf
838,W4200119814,Impact of multisession 40Hz tACS on hippocampal perfusion in patients with Alzheimer’s disease,2021,Alzheimer s Research & Therapy,https://alzres.biomedcentral.com/track/pdf/10.1186/s13195-021-00922-4,data/pdfs/W4200119814.pdf
891,W2922738555,Characterization of White Matter Hyperintensities in Large-Scale MRI-Studies,2019,Frontiers in Neurology,https://www.frontiersin.org/articles/10.3389/fneur.2019.00238/pdf,data/pdfs/W2922738555.pdf
310,W4318482935,An Approach for Classification of Alzheimer’s Disease Using Deep Neural Network and Brain Magnetic Resonance Imaging (MRI),2023,Electronics,https://www.mdpi.com/2079-9292/12/3/676/pdf?version=1674984632,data/pdfs/W4318482935.pdf
857,W3187999815,Cortical hypometabolism reflects local atrophy and tau pathology in symptomatic Alzheimer’s disease,2021,Brain,https://academic.oup.com/brain/article-pdf/145/2/713/43390518/awab294.pdf,data/pdfs/W3187999815.pdf
854,W4220902329,Association between Type 2 Diabetes Mellitus and Brain Atrophy: A Meta-Analysis,2022,Diabetes & Metabolism Journal,https://www.e-dmj.org/upload/pdf/dmj-2021-0189.pdf,data/pdfs/W4220902329.pdf
264,W2971066862,A Deep Learning approach for Diagnosis of Mild Cognitive Impairment Based on MRI Images,2019,Brain Sciences,https://www.mdpi.com/2076-3425/9/9/217/pdf?version=1567588661,data/pdfs/W2971066862.pdf
518,W2949295365,Microstates as Disease and Progression Markers in Patients With Mild Cognitive Impairment,2019,Frontiers in Neuroscience,https://www.frontiersin.org/articles/10.3389/fnins.2019.00563/pdf,data/pdfs/W2949295365.pdf
853,W2896918112,The Volume of Hippocampal Subfields in Relation to Decline of Memory Recall Across the Adult Lifespan,2018,Frontiers in Aging Neuroscience,https://www.frontiersin.org/articles/10.3389/fnagi.2018.00320/pdf,data/pdfs/W2896918112.pdf
774,W3044296905,Serum albumin and beta-amyloid deposition in the human brain,2020,Neurology,https://n.neurology.org/content/neurology/95/7/e815.full.pdf,data/pdfs/W3044296905.pdf
157,W2784286559,Comparing 18 F-AV-1451 with CSF t-tau and p-tau for diagnosis of Alzheimer disease,2018,Neurology,https://n.neurology.org/content/neurology/90/5/e388.full.pdf,data/pdfs/W2784286559.pdf
175,W4321457716,Alzheimer Disease Classification through Transfer Learning Approach,2023,Diagnostics,https://www.mdpi.com/2075-4418/13/4/801/pdf?version=1676896100,data/pdfs/W4321457716.pdf
337,W4221117806,Machine Learning and Image Processing Enabled Evolutionary Framework for Brain MRI Analysis for Alzheimer’s Disease Detection,2022,Computational Intelligence and Neuroscience,https://downloads.hindawi.com/journals/cin/2022/5261942.pdf,data/pdfs/W4221117806.pdf
630,W3118616512,Plasma neurofilament light and phosphorylated tau 181 as biomarkers of Alzheimer’s disease pathology and clinical disease progression,2021,Alzheimer s Research & Therapy,https://alzres.biomedcentral.com/counter/pdf/10.1186/s13195-021-00805-8,data/pdfs/W3118616512.pdf
863,W2923160173,The BDNFVal66Met SNP modulates the association between beta-amyloid and hippocampal disconnection in Alzheimer’s disease,2019,Molecular Psychiatry,https://www.nature.com/articles/s41380-019-0404-6.pdf,data/pdfs/W2923160173.pdf
353,W4363678967,A Novel Approach Utilizing Machine Learning for the Early Diagnosis of Alzheimer's Disease,2023,Biomedical Materials & Devices,https://link.springer.com/content/pdf/10.1007/s44174-023-00078-9.pdf,data/pdfs/W4363678967.pdf
